SRR1523230,76.27,77.43
SRR1523231,74.09,75.54
SRR1523232,77.18,78.39
SRR1523233,70.45,72.32
SRR1523234,77.22,78.72
SRR1523235,75.81,77.38
SRR1523236,78.73,80.1
SRR1523237,79.68,80.87
SRR1523238,77.44,78.62
SRR1523239,77.7,79.05
SRR1523240,77.77,79.29
SRR1523241,76.65,77.83
SRR1523242,78.29,79.55
